ds,yhat,yhat_lower,yhat_upper,GPU
2023-01-04,95.18384142127387,87.94654100607207,102.69280592385955,Radeon RX 550
2023-01-05,92.85064021955239,85.61098036279087,100.49560775302648,Radeon RX 550
2023-01-06,91.51749461011728,83.73268877760115,98.56296098533835,Radeon RX 550
2023-01-07,90.55636483076727,82.49096385491386,97.96649100304765,Radeon RX 550
2023-01-08,89.55653036919483,81.96379426022361,97.07162532295267,Radeon RX 550
2023-01-09,87.55667883353743,80.08273587398983,94.71708560598823,Radeon RX 550
2023-01-10,95.25873664850826,87.32977096676233,102.77018921395508,Radeon RX 550
2024-01-03,78.09633948417947,70.3155980449037,85.73926760552588,Radeon RX 550
2024-01-04,75.76313828250701,68.1163803842173,83.43548939412496,Radeon RX 550
2024-01-05,74.42999267315327,66.93685883833439,82.64010780674171,Radeon RX 550
2024-01-06,73.4688628938333,66.0873142638922,81.41465895341787,Radeon RX 550
2024-01-07,72.4690284323204,64.72924715395294,79.82594715159384,Radeon RX 550
2024-01-08,70.46917689666438,63.02287960645559,78.42727437337004,Radeon RX 550
2024-01-09,78.17123471166356,70.83747380051223,85.81875460574923,Radeon RX 550
2024-01-10,77.76773367775985,69.93062549672165,85.23963222020822,Radeon RX 550
2024-01-11,75.43453247605724,68.18386363886688,83.01610339132124,Radeon RX 550
2024-01-12,74.10138686669177,66.11753063605734,81.18286063064596,Radeon RX 550
2024-02-01,74.44871505664294,66.4414154802923,81.83049202311072,Radeon RX 550
2024-03-01,71.80114622140874,64.57281291098626,79.4939876310565,Radeon RX 550
2024-04-01,66.52590721904436,58.875112981359706,73.79724189050869,Radeon RX 550
2024-05-01,72.51004077426101,64.75539897977148,80.3413105098024,Radeon RX 550
2024-06-01,66.56814095800917,59.56997838836833,74.14605574735073,Radeon RX 550
2024-07-01,62.25403173495846,54.69895151092736,69.72263170934798,Radeon RX 550
2024-08-01,65.9049640884599,58.432240140816326,73.19338895477168,Radeon RX 550
2024-09-01,61.29643101238051,53.55246711540359,68.83600593958548,Radeon RX 550
2024-10-01,65.68421406588048,58.34507290580889,73.64213846911652,Radeon RX 550
2024-11-01,60.2999429950091,52.62222182324824,68.04597319600505,Radeon RX 550
2024-12-01,57.024555528285056,49.05302170201027,64.56378669658739,Radeon RX 550
2025-01-01,61.00883754785772,52.97180384175179,68.79598820893175,Radeon RX 550
2025-02-01,55.066937731605954,47.404631917100154,62.720565130366715,Radeon RX 550
2025-03-01,53.75251450573508,46.431509863602365,61.1783676787041,Radeon RX 550
2025-04-01,57.14046309769211,49.56342912456462,64.94359784645951,Radeon RX 550
2025-05-01,53.08933763618542,45.117210587334974,60.676451955072004,Radeon RX 550
2025-06-01,48.48080456010463,40.72465787315972,56.390024510283,Radeon RX 550
2025-07-01,52.8685876135878,44.97339892722147,60.28053841449642,Radeon RX 550
2025-08-01,47.48431654273371,40.042790984405165,55.19687867364457,Radeon RX 550
2025-09-01,42.209077540375986,34.19381053588623,49.93292960876579,Radeon RX 550
2025-10-01,48.19321109558995,40.472287429842154,55.74762779353089,Radeon RX 550
2025-11-01,42.2513112793329,34.43105829774051,49.42551911677068,Radeon RX 550
2025-12-01,37.93720205627464,30.62764337571685,45.47836953656922,Radeon RX 550
2026-01-01,41.588134409793895,34.12375829300771,49.124680021568395,Radeon RX 550
2026-02-01,36.9796013337006,29.667860749077377,44.341600792284204,Radeon RX 550
2026-03-01,35.665178107843644,28.267505676433487,42.94870263182795,Radeon RX 550
2026-04-01,39.649460127400516,31.999390523637057,47.887308976789825,Radeon RX 550
2026-05-01,34.66869009046494,27.00733340187449,42.27096891205565,Radeon RX 550
2026-06-01,29.39345108808738,21.914298558007197,37.052876853345026,Radeon RX 550
2026-07-01,35.37758464332066,27.781438268781336,42.58803797421175,Radeon RX 550
2026-08-01,29.435684827065103,21.82062389579119,36.91037445858375,Radeon RX 550
2026-09-01,32.82363341900318,25.57713521589921,40.28326177155948,Radeon RX 550
2026-10-01,28.77250795751941,21.28743137922055,36.5269734080896,Radeon RX 550
2026-11-01,24.163974881435223,16.644867678060518,31.943011608983987,Radeon RX 550
2026-12-01,28.551757934919124,21.35426221039948,36.19308302776876,Radeon RX 550
2027-01-01,23.16748686405643,15.863139238741297,30.62910851490673,Radeon RX 550
2027-02-01,17.89224786169273,10.456284750132141,25.60536658481226,Radeon RX 550
2027-03-01,16.577824635813702,8.754017068409851,24.181024916410895,Radeon RX 550
